week_start;word;n;tf;idf;tf_idf
2019-06-10;sdgs;18;0,0025974025974026;1,94591014905531;0,00505431207546835
2019-06-10;homeless;14;0,00202020202020202;1,54044504094715;0,00311201018373161
2019-06-10;sdg;6;0,000865800865800866;2,63905732961526;0,00228489812087901
2019-06-10;ipswich;7;0,00101010101010101;1,94591014905531;0,00196556580712658
2019-06-10;plastic;22;0,00317460317460317;0,559615787935423;0,00177655805693785
2019-06-10;malawi;9;0,0012987012987013;1,25276296849537;0,00162696489414983
2019-06-10;intentionally;4;0,000577200577200577;2,63905732961526;0,00152326541391934
2019-06-10;tearfund;5;0,000721500721500722;1,94591014905531;0,00140397557651898
2019-06-10;hunger;7;0,00101010101010101;1,25276296849537;0,00126541713989431
2019-06-10;envelope;4;0,000577200577200577;1,94591014905531;0,00112318046121519
2019-06-10;stakeholders;6;0,000865800865800866;1,25276296849537;0,00108464326276655
2019-06-10;inequality;7;0,00101010101010101;1,02961941718116;0,0010400196133143
2019-06-10;mw;6;0,000865800865800866;1,02961941718116;0,00089144538284083
2019-06-10;cbi;4;0,000577200577200577;1,54044504094715;0,000889145766780461
2019-06-24;kew;45;0,00491749535569883;1,94591014905531;0,00956900412058672
2019-06-24;operative;19;0,00207627581685062;1,54044504094715;0,00319838878570602
2019-06-24;plymouth;13;0,00142060976942411;1,94591014905531;0,0027643789681695
2019-06-24;mobility;16;0,00174844279313736;1,25276296849537;0,00219038438377509
2019-06-24;operatives;7;0,000764943721997596;2,63905732961526;0,00201873033628093
2019-06-24;iran;9;0,000983499071139766;1,94591014905531;0,00191380082411734
2019-06-24;gardens;8;0,000874221396568681;1,94591014905531;0,00170115628810431
2019-06-24;kew’s;8;0,000874221396568681;1,94591014905531;0,00170115628810431
2019-06-24;lease;5;0,000546388372855426;2,63905732961526;0,00144195024020067
2019-06-24;renegotiation;5;0,000546388372855426;2,63905732961526;0,00144195024020067
2019-06-24;armed;9;0,000983499071139766;1,25276296849537;0,00123209121587349
2019-06-24;smart;33;0,00360616326084581;0,336472236621213;0,00121337381799804
2019-06-24;bend;4;0,000437110698284341;2,63905732961526;0,00115356019216053
2019-06-24;headroom;4;0,000437110698284341;2,63905732961526;0,00115356019216053
